Sequence;Type;Année;Tour;Département;Commune;Numéro du bureau; Code canton;Code circonscription;Indicatif;Nombre d'inscrits;Nombre d'abstentions;Nombre de votants;Nombre de votants d'après les feuilles d'émargement;Nombre de bulletins blancs;Nombre de bulletins nuls;Nombre d'exprimés;Nombre de candidats;Sigle du candidat;Nombre de voix du candidat;Sigle du candidat;Nombre de voix du candidat;ADRESSE;NOM;Geo Shape;pourcentage_participation;geo_point_2d
76;PR;2017;2;31;555;0075;19;09;I;954;340;614;614;57;15;542;2;LEPE;91;LEPE;91;35 ALLEE HENRI SELLIER;MATERNELLE LEO LAGRANGE;"{""type"": ""Polygon"", ""coordinates"": [[[1.436766188, 43.5447135377], [1.4369846072, 43.545567417], [1.437376309, 43.5470986637], [1.4377976995, 43.5488215469], [1.4385631998, 43.5536367427], [1.4389832793, 43.555961307], [1.4388279331, 43.5600986351], [1.438130006, 43.5603081481], [1.4352358705, 43.561250442], [1.4335480231, 43.56189733], [1.4327913771, 43.5628199674], [1.4318797244, 43.5655296451], [1.4312686389, 43.5682687147], [1.4306837691, 43.5700865817], [1.4320594797, 43.5707615779], [1.433643476, 43.5710817238], [1.4346975628, 43.5713361189], [1.4353288021, 43.5715871405], [1.4360658027, 43.5719004974], [1.4376374564, 43.5729584659], [1.4395985841, 43.5745152718], [1.4394348669, 43.5745849326], [1.4387594781, 43.5742380233], [1.4380696368, 43.574160639], [1.4377549633, 43.5745908502], [1.4391473043, 43.5757965356], [1.4393565177, 43.5759902587], [1.4396469409, 43.5763227597], [1.4398601114, 43.5769469998], [1.4399450636, 43.5771832565], [1.4402961822, 43.5771131829], [1.4404570902, 43.5770576942], [1.4407008454, 43.5769441954], [1.4412917187, 43.576941304], [1.4419282534, 43.5766700684], [1.4414340095, 43.5758695183], [1.4415843993, 43.5757335215], [1.4423608536, 43.575938342], [1.4438830292, 43.5759664405], [1.4429951322, 43.5754683971], [1.443029316, 43.5753579729], [1.4433357536, 43.5751427773], [1.4435178932, 43.5745358539], [1.4433568191, 43.5744295688], [1.4438684894, 43.5725829765], [1.4459785592, 43.5700923685], [1.448909483, 43.5639220469], [1.4491932398, 43.5634758125], [1.4493246496, 43.5629498519], [1.4489631425, 43.5623235146], [1.4477425892, 43.5608455456], [1.4474730553, 43.560335359], [1.4473239791, 43.5595990443], [1.44732642, 43.5587352545], [1.4476705479, 43.5579025225], [1.447865755, 43.5576363081], [1.447856845, 43.5570099014], [1.4478303118, 43.5563445667], [1.4478533899, 43.5559293956], [1.4479994033, 43.5553836801], [1.4482641036, 43.5549041826], [1.4486211497, 43.5544263533], [1.4490375173, 43.5541580767], [1.4497117216, 43.5536959791], [1.4501244738, 43.5533198218], [1.4502795549, 43.55295015], [1.4496883362, 43.5529048335], [1.4492608324, 43.5526971231], [1.4486344813, 43.5522144091], [1.447151435, 43.5507324782], [1.444267273, 43.5514467969], [1.4439140125, 43.551496051], [1.4433834009, 43.5514000907], [1.4422536233, 43.5510959724], [1.4415483827, 43.550761141], [1.4410189803, 43.5504986555], [1.4404737345, 43.550078042], [1.4401294071, 43.5493581481], [1.4401109451, 43.5424330131], [1.4400493836, 43.5424279935], [1.4397303779, 43.5424848703], [1.4395667021, 43.5425583125], [1.4395225238, 43.5425551245], [1.4394965447, 43.5425530288], [1.4394497836, 43.5425488732], [1.439306671, 43.5425515214], [1.4392780007, 43.5425550788], [1.4392389367, 43.5425585515], [1.4391110479, 43.5425868698], [1.4390497785, 43.5425958418], [1.4389848422, 43.5425896507], [1.4389304924, 43.5425712458], [1.4388156568, 43.5425097831], [1.4387804439, 43.5425161255], [1.4386083234, 43.5425450354], [1.4384023977, 43.5426597737], [1.4383486253, 43.5426896228], [1.4381869652, 43.5428590035], [1.4381661721, 43.5428868589], [1.4381625672, 43.5429540052], [1.4382577905, 43.543195076], [1.4382878688, 43.5432710106], [1.4382595909, 43.5433351207], [1.4382512649, 43.5433700586], [1.4382391339, 43.5435714887], [1.4382169606, 43.5436621416], [1.43822659, 43.5436948449], [1.4382325546, 43.543836352], [1.43823863, 43.5440379274], [1.4382431514, 43.5440833795], [1.4383129346, 43.5442003085], [1.4383152334, 43.5442201902], [1.4383144803, 43.5442703296], [1.4382917297, 43.5443127282], [1.4382383557, 43.5443160845], [1.4380099331, 43.5443691493], [1.4379074595, 43.5444373979], [1.437755047, 43.5445393155], [1.4377315501, 43.5445448079], [1.437665028, 43.544557527], [1.4369008253, 43.5446905312], [1.436766188, 43.5447135377]]]}";64.36058700209644;43.5623010462, 1.44098072123
67;PR;2017;2;31;555;0067;19;09;I;1089;317;772;772;56;6;710;2;LEPE;124;LEPE;124;56 AVENUE DE L URSS;ECOLE RICARDIE 3;"{""type"": ""Polygon"", ""coordinates"": [[[1.4441790872, 43.581588772], [1.4444562097, 43.5812050982], [1.4467787967, 43.5815696294], [1.4469932902, 43.5808634893], [1.4470809227, 43.5809666734], [1.4488626681, 43.5813410064], [1.4497069086, 43.5792370266], [1.4476302808, 43.5780761418], [1.4442626211, 43.5761681224], [1.4439785845, 43.5760163964], [1.4430576108, 43.5761642924], [1.4429996655, 43.5763842856], [1.442984331, 43.5767134188], [1.4428934322, 43.5768744879], [1.4428519873, 43.5773831757], [1.4428811228, 43.5777845657], [1.4431602324, 43.5782664551], [1.4436046126, 43.5804914668], [1.4437850227, 43.5813954913], [1.4440461559, 43.5821241763], [1.4441790872, 43.581588772]]]}";70.89072543617998;43.5791226993, 1.44582824648
87;PR;2017;2;31;555;0084;20;09;I;1201;363;838;838;76;22;740;2;LEPE;123;LEPE;123;85 AVENUE DE MURET;ECOLE MAURICE BECANNE;"{""type"": ""Polygon"", ""coordinates"": [[[1.4250312233, 43.5810993679], [1.4239570329, 43.5814710548], [1.4222744513, 43.5819655527], [1.4221676398, 43.5819801456], [1.4223335085, 43.5826719324], [1.4228950057, 43.5858235517], [1.423177472, 43.5874092228], [1.4233678511, 43.5884279638], [1.4277918061, 43.5856495009], [1.4284863058, 43.5853301931], [1.427984362, 43.5846900188], [1.4274948629, 43.5840985399], [1.4258911669, 43.5821460877], [1.425676293, 43.5818983638], [1.4254613266, 43.5816563151], [1.4250312233, 43.5810993679]]]}";69.77518734388009;43.5845237517, 1.42483441281
94;PR;2017;2;31;555;0091;20;09;I;928;395;533;533;30;20;483;2;LEPE;119;LEPE;119;6 IMPASSE DES GLIERES;ECOLE BUFFON;"{""type"": ""Polygon"", ""coordinates"": [[[1.4123289937, 43.5677003739], [1.411899225, 43.567304216], [1.4116189123, 43.5670038961], [1.4114942275, 43.5668212182], [1.4113274636, 43.5665823761], [1.4110937445, 43.5662985185], [1.4109172446, 43.5661012272], [1.4109017891, 43.5660906923], [1.4106230476, 43.5657733514], [1.4105934697, 43.5657513473], [1.4102860094, 43.5654403911], [1.4063948042, 43.5661666597], [1.4042633947, 43.5665470042], [1.4046063466, 43.5674744102], [1.4063213333, 43.5674516127], [1.4071244893, 43.5675032228], [1.4076308926, 43.5681285094], [1.4086929801, 43.570737778], [1.4091123388, 43.5707917189], [1.4099689342, 43.570642098], [1.4103621093, 43.5708838681], [1.4108239747, 43.5720389907], [1.4110165282, 43.5717911315], [1.4112763318, 43.5714838692], [1.4117955124, 43.5708967765], [1.412452923, 43.5702900039], [1.4132440582, 43.5697013428], [1.414138534, 43.5693301879], [1.4144355397, 43.5692247453], [1.4133340543, 43.5685080594], [1.4126951114, 43.5680061255], [1.4123289937, 43.5677003739]]]}";57.435344827586206;43.5682331395, 1.40972500761
80;PR;2017;2;31;555;0079;19;09;I;1027;330;697;697;53;12;632;2;LEPE;93;LEPE;93;AVENUE DES ECOLES J JULIEN;ECOLE JULES JULIEN;"{""type"": ""Polygon"", ""coordinates"": [[[1.4459785592, 43.5700923685], [1.44660716, 43.5710900441], [1.4462875672, 43.5712941748], [1.4464111642, 43.5714034126], [1.4467263138, 43.5712530097], [1.4490616041, 43.5733455967], [1.4496498989, 43.5729686024], [1.4497177365, 43.5736184533], [1.4497980836, 43.5739732532], [1.4500029139, 43.5750510826], [1.4501767352, 43.5748017622], [1.4511660526, 43.5737056449], [1.4520420168, 43.5738071082], [1.4524596711, 43.5727829044], [1.4524727572, 43.5727508131], [1.4531630008, 43.5719273659], [1.4539274339, 43.5712021643], [1.4510656592, 43.5694843229], [1.4522213223, 43.5677516016], [1.4530919863, 43.5667254972], [1.4535146333, 43.5661381466], [1.4532848365, 43.5659649111], [1.4531869477, 43.5659170811], [1.4498250122, 43.5645886248], [1.448909483, 43.5639220469], [1.4459785592, 43.5700923685]]]}";67.86757546251218;43.5693249945, 1.44987239519
75;PR;2017;2;31;555;0074;19;09;I;733;320;413;413;36;13;364;2;LEPE;64;LEPE;64;35 ALLEE HENRI SELLIER;MATERNELLE LEO LAGRANGE;"{""type"": ""Polygon"", ""coordinates"": [[[1.4415843993, 43.5757335215], [1.4414340095, 43.5758695183], [1.4419282534, 43.5766700684], [1.4412917187, 43.576941304], [1.4407008454, 43.5769441954], [1.4404570902, 43.5770576942], [1.4402961822, 43.5771131829], [1.4406015578, 43.5776643561], [1.4410269778, 43.5781947213], [1.4414573305, 43.5787440365], [1.4416984513, 43.5793287595], [1.4417536059, 43.5797303546], [1.4417950076, 43.580616257], [1.4419078465, 43.5809899192], [1.4424847421, 43.5807929546], [1.4433138777, 43.5820058109], [1.4424259342, 43.582288318], [1.4427705165, 43.5839297767], [1.4441939178, 43.5838428853], [1.4440461559, 43.5821241763], [1.4437850227, 43.5813954913], [1.4436046126, 43.5804914668], [1.4431602324, 43.5782664551], [1.4428811228, 43.5777845657], [1.4428519873, 43.5773831757], [1.4428934322, 43.5768744879], [1.442984331, 43.5767134188], [1.4429996655, 43.5763842856], [1.4430576108, 43.5761642924], [1.4439785845, 43.5760163964], [1.4438830292, 43.5759664405], [1.4423608536, 43.575938342], [1.4415843993, 43.5757335215]]]}";56.34379263301501;43.5795919513, 1.44257380946
89;PR;2017;2;31;555;0086;20;09;I;908;346;562;562;39;19;504;2;LEPE;155;LEPE;155;7 RUE DU POITOU;ECOLE MAURICE JACQUIER;"{""type"": ""Polygon"", ""coordinates"": [[[1.4173107397, 43.5727270615], [1.4146515482, 43.5734434172], [1.4145081314, 43.5731233996], [1.4128346734, 43.5735430827], [1.4124285219, 43.5726258019], [1.4118001146, 43.5727862394], [1.4123171559, 43.5740213838], [1.4107841513, 43.5744440768], [1.4106624296, 43.5744894387], [1.4110531593, 43.5751407359], [1.4113150395, 43.5755411965], [1.4115875945, 43.576008924], [1.411798997, 43.5764761486], [1.4085185293, 43.5775449142], [1.4080844099, 43.5777176137], [1.4104834151, 43.5787588048], [1.4109054193, 43.5784397723], [1.4141495228, 43.5775578342], [1.4152050311, 43.576961854], [1.4158205426, 43.5767117398], [1.4164715442, 43.5769456613], [1.4177410677, 43.5765633342], [1.4177976974, 43.5764351202], [1.4181980367, 43.5757041728], [1.4182732384, 43.5754682514], [1.4177111487, 43.574700161], [1.4176889967, 43.5734321655], [1.4178213063, 43.5731210146], [1.4176269391, 43.5728128942], [1.4173107397, 43.5727270615]]]}";61.89427312775331;43.5755999756, 1.41393132572
77;PR;2017;2;31;555;0076;19;09;I;1047;314;733;733;62;14;657;2;LEPE;79;LEPE;79;AVENUE DES ECOLES J JULIEN;ECOLE JULES JULIEN;"{""type"": ""Polygon"", ""coordinates"": [[[1.4504175052, 43.5796320006], [1.4513150342, 43.5802786013], [1.4521458392, 43.5810382172], [1.4531000218, 43.5820807279], [1.4547262525, 43.580767467], [1.4548084273, 43.5806856826], [1.4550755575, 43.5804913043], [1.4566401882, 43.57923653], [1.4569937415, 43.5789603229], [1.4567972889, 43.5789172965], [1.4556783498, 43.5781914355], [1.4545700644, 43.5770267911], [1.454354808, 43.5771191249], [1.4540389141, 43.5771752292], [1.4537490261, 43.5770665638], [1.4521897988, 43.5775823208], [1.4519906344, 43.5775429606], [1.4508347533, 43.5768564892], [1.4509246381, 43.5765866008], [1.4506701174, 43.5766206382], [1.4498368672, 43.5766044528], [1.4488210419, 43.5765266375], [1.4481679868, 43.5774434977], [1.4476302808, 43.5780761418], [1.4497069086, 43.5792370266], [1.4504175052, 43.5796320006]]]}";70.0095510983763;43.5788603435, 1.45239758388
88;PR;2017;2;31;555;0085;20;09;I;1038;360;678;678;58;12;608;2;LEPE;122;LEPE;122;85 AVENUE DE MURET;ECOLE MAURICE BECANNE;"{""type"": ""Polygon"", ""coordinates"": [[[1.4233713568, 43.579341324], [1.4222119119, 43.5796725715], [1.421332251, 43.5799301587], [1.4217812224, 43.580932381], [1.4221676398, 43.5819801456], [1.4222744513, 43.5819655527], [1.4239570329, 43.5814710548], [1.4250312233, 43.5810993679], [1.4254613266, 43.5816563151], [1.425676293, 43.5818983638], [1.4258911669, 43.5821460877], [1.4274948629, 43.5840985399], [1.427984362, 43.5846900188], [1.4284863058, 43.5853301931], [1.4292007415, 43.5850676676], [1.430043215, 43.5846341405], [1.4285507219, 43.582386652], [1.428173665, 43.5801084417], [1.4246664345, 43.579076444], [1.4247204434, 43.5789482038], [1.4237880819, 43.5786426599], [1.4236006921, 43.5793233045], [1.4234301513, 43.5793266618], [1.4233713568, 43.579341324]]]}";65.3179190751445;43.5814847769, 1.42595014342
152;PR;2017;2;31;555;0148;21;04;I;970;332;638;638;58;19;561;2;LEPE;147;LEPE;147;2 PLACE BERTIER;GROUPE SCOLAIRE LITTRE;"{""type"": ""Polygon"", ""coordinates"": [[[1.3822844396, 43.5949267825], [1.3779248642, 43.5962173804], [1.3751200224, 43.5961885325], [1.3737704667, 43.59649949], [1.3724246488, 43.5958956629], [1.3713362126, 43.5957003661], [1.370881617, 43.5957239484], [1.370294862, 43.5960606098], [1.3698827042, 43.5960398027], [1.3693151705, 43.595656872], [1.3682539959, 43.5944421309], [1.3675975528, 43.5942978877], [1.3666984056, 43.5939702467], [1.3665040048, 43.5927527394], [1.3660338608, 43.5918162744], [1.3662950018, 43.5913100674], [1.3665315093, 43.5909534814], [1.3668955241, 43.5900536626], [1.3663748803, 43.5899766746], [1.3662669482, 43.5900502158], [1.3662430189, 43.5901607079], [1.3662842854, 43.5902651375], [1.3662780292, 43.5904098389], [1.3660065665, 43.5906137709], [1.3656217794, 43.5908224086], [1.3636810134, 43.5912977398], [1.3619118122, 43.5917073357], [1.361850424, 43.5917200522], [1.3623758114, 43.5921503411], [1.3628499454, 43.5926114049], [1.3635323449, 43.5933136303], [1.3644488695, 43.5941881642], [1.3647009492, 43.5944571371], [1.3652729479, 43.5952265289], [1.365784318, 43.595641536], [1.3660606231, 43.5957820398], [1.3667581341, 43.5959574336], [1.3665944016, 43.5961007339], [1.3664005766, 43.5961719215], [1.3655712695, 43.5966558619], [1.3654136864, 43.5967396598], [1.3652380554, 43.5968128979], [1.3650797523, 43.596860738], [1.3648646929, 43.5969563436], [1.3647668389, 43.5969696999], [1.3647098086, 43.5970344945], [1.3646880135, 43.5970939143], [1.3646975529, 43.5971479222], [1.3646783585, 43.5972073663], [1.3646298448, 43.5972287108], [1.3645982363, 43.5972511462], [1.3645886097, 43.5972822848], [1.3646260224, 43.5974633222], [1.3646481505, 43.5975439324], [1.3646245601, 43.59755319], [1.3644462045, 43.5975535524], [1.3643877526, 43.5975454782], [1.3642933962, 43.597503988], [1.3640091621, 43.5976103542], [1.3629852193, 43.5980519154], [1.3621569245, 43.5983901311], [1.3616936998, 43.5986151058], [1.3598422328, 43.5991848118], [1.3593843817, 43.5993189946], [1.3591295896, 43.5994549315], [1.3589501304, 43.5996019302], [1.3582829198, 43.6005158112], [1.3581601197, 43.6006207182], [1.3577793953, 43.6008142242], [1.3569062403, 43.6011851343], [1.3564877021, 43.6013811432], [1.3545059201, 43.6018711048], [1.3535538469, 43.6021296581], [1.3529689711, 43.6023062378], [1.3528431314, 43.6023581304], [1.3527155736, 43.6023560731], [1.3525483474, 43.6022924653], [1.3525056527, 43.6024927719], [1.3533248958, 43.6025369701], [1.3545410093, 43.6025420306], [1.3562650285, 43.6025074565], [1.3589227432, 43.6023711904], [1.3607577802, 43.6021979796], [1.3623295539, 43.6019729583], [1.3639171447, 43.6016355344], [1.3654001165, 43.601233183], [1.3660379856, 43.6010920111], [1.372622156, 43.5996052331], [1.3743648295, 43.5992141556], [1.3753656816, 43.5989822129], [1.3761745215, 43.5987515162], [1.3766663937, 43.5985891551], [1.3771300582, 43.5984247502], [1.3796037261, 43.5975688049], [1.3805181546, 43.5972389574], [1.38146623, 43.5969193794], [1.382416566, 43.5967212476], [1.383253392, 43.5965958808], [1.3840007393, 43.5984935591], [1.3838309344, 43.5988269111], [1.3842646368, 43.5988162498], [1.386592647, 43.5981656795], [1.3879400158, 43.5977911756], [1.3920192547, 43.5966442293], [1.3969610811, 43.596653889], [1.3969659219, 43.5962790069], [1.3985241419, 43.5921314519], [1.3978120865, 43.592244362], [1.3919958206, 43.5936702031], [1.3914628309, 43.5937212465], [1.3916251105, 43.5939449032], [1.3822844396, 43.5949267825]]]}";65.77319587628865;43.5970497975, 1.37545238688
140;PR;2017;2;31;555;0136;15;04;I;1193;247;946;946;83;32;831;2;LEPE;154;LEPE;154;23 RUE EUGENE VIOLLET LE DUC;GROUPE SCOLAIRE VIOLLET LE DUC;"{""type"": ""Polygon"", ""coordinates"": [[[1.3862257584, 43.5822083802], [1.384606933, 43.5820328126], [1.3842436156, 43.5820200194], [1.3840423595, 43.5819899382], [1.3829461513, 43.5816032008], [1.3828864175, 43.5813500793], [1.3830646678, 43.5812746117], [1.382916428, 43.5808358417], [1.3830063931, 43.5805633962], [1.3831529622, 43.5803689018], [1.3828663901, 43.5803527956], [1.3824943435, 43.5804231825], [1.3820578405, 43.580571283], [1.3806741969, 43.5808300882], [1.3802581024, 43.5806791151], [1.38012586, 43.5804821687], [1.3800690264, 43.5803613553], [1.3798231853, 43.5798696656], [1.3797739293, 43.5797462305], [1.3797254055, 43.5795955314], [1.3800109826, 43.5791549335], [1.3802516961, 43.5788287479], [1.3801567908, 43.578786427], [1.3800718925, 43.5789024501], [1.3796204552, 43.5795795745], [1.3797912855, 43.5800647016], [1.3801288836, 43.5807858151], [1.3801293803, 43.5812170659], [1.3810275741, 43.5816948843], [1.3813016028, 43.5831163976], [1.3818908711, 43.5842775485], [1.3824860645, 43.5843355521], [1.3860761716, 43.5851283382], [1.3879307302, 43.5854684187], [1.3894829467, 43.5857510617], [1.3918521325, 43.5863915211], [1.3946670249, 43.5874954669], [1.3954659135, 43.587845553], [1.3969201773, 43.588072408], [1.3978037722, 43.5885007662], [1.3984388099, 43.588926114], [1.3997411828, 43.5896589785], [1.4024642564, 43.5852067626], [1.4010015278, 43.5847326598], [1.3997025999, 43.5841820617], [1.3986874111, 43.5840328794], [1.3974978098, 43.5833692428], [1.3956946635, 43.5834848327], [1.3950165088, 43.5836532834], [1.3949327889, 43.5841758021], [1.3950034721, 43.5844810454], [1.3947246465, 43.5844995381], [1.3945257423, 43.5842367516], [1.3946637761, 43.5835718226], [1.3948165946, 43.5829590521], [1.3946736146, 43.582617255], [1.3925585689, 43.5824549169], [1.3931944034, 43.5818160901], [1.394464121, 43.5815306481], [1.3946405969, 43.5817697637], [1.3958334289, 43.5813669854], [1.3954514214, 43.5811250249], [1.3948284927, 43.5813571832], [1.3943180568, 43.5805695346], [1.3932009158, 43.5804834252], [1.3924636627, 43.5805022343], [1.3916781452, 43.5808359093], [1.3912800947, 43.5803362894], [1.3909791732, 43.5804857185], [1.3914827445, 43.5810989097], [1.3912588227, 43.5815774114], [1.3900871491, 43.5820427119], [1.3899236433, 43.5817456495], [1.3895327938, 43.5816665097], [1.3890152886, 43.5817525693], [1.3882506336, 43.5820679453], [1.3877122477, 43.5820131908], [1.387387726, 43.5817133863], [1.3866948669, 43.5815789017], [1.3862073041, 43.5817110546], [1.3862257584, 43.5822083802]]]}";79.29589270746018;43.5844429843, 1.39210378804
110;PR;2017;2;31;555;0107;20;04;I;1110;400;710;710;59;23;628;2;LEPE;155;LEPE;155;4 CHEMIN LIFFARD;ECOLE PAUL BERT;"{""type"": ""Polygon"", ""coordinates"": [[[1.3959303437, 43.5746290911], [1.3957901612, 43.574275014], [1.3916828823, 43.5709974522], [1.3916828823, 43.5709974522], [1.3916828823, 43.5709974522], [1.3915485947, 43.570601789], [1.3909224174, 43.5706192667], [1.3906175995, 43.5706394267], [1.3903781068, 43.570643105], [1.3898822448, 43.5707307347], [1.3889792805, 43.5708878035], [1.3883387303, 43.5709902959], [1.3876532909, 43.5710517296], [1.3868976158, 43.5711106698], [1.3849276966, 43.5711792751], [1.3816410119, 43.5716473643], [1.3819350704, 43.5718939514], [1.381696499, 43.5720026361], [1.3811204187, 43.5719779032], [1.3806745877, 43.571783024], [1.379874253, 43.5713788784], [1.3790020664, 43.5710744164], [1.3782200903, 43.5709069552], [1.377434141, 43.570824608], [1.3769695251, 43.5708282348], [1.3763102211, 43.5708822533], [1.3753606116, 43.5709432573], [1.3747666256, 43.5709003688], [1.3744068856, 43.5708556762], [1.3725934416, 43.5707427945], [1.3716826608, 43.570816404], [1.3710088228, 43.5708835095], [1.3702217923, 43.5710300612], [1.3685643153, 43.571505469], [1.3686591342, 43.5720273044], [1.3687379658, 43.5724341685], [1.3688381822, 43.5729811898], [1.3689085086, 43.5733801174], [1.3688818251, 43.5734354614], [1.3660347504, 43.5750821565], [1.3655267509, 43.5753737493], [1.3649473751, 43.5757103295], [1.3640095489, 43.5762415762], [1.3589389866, 43.579128084], [1.3596605969, 43.5793301708], [1.3610939143, 43.5798629038], [1.3621418678, 43.5802456579], [1.3634527907, 43.5805445626], [1.3635811878, 43.5805721555], [1.3642905115, 43.5807315268], [1.3649411036, 43.5809007936], [1.3666906712, 43.5813595378], [1.3680284705, 43.5816898375], [1.3704161541, 43.58228008], [1.3724332603, 43.5826930376], [1.3733601668, 43.5826839019], [1.3742106409, 43.5827434011], [1.3752593002, 43.5829216841], [1.3756466583, 43.5829700902], [1.3759898666, 43.5829545901], [1.3763123755, 43.5829618267], [1.3771575693, 43.5830907422], [1.3764557384, 43.5818143138], [1.3776150097, 43.5814895059], [1.3790966006, 43.581222653], [1.3797178176, 43.5814003221], [1.3801288836, 43.5807858151], [1.3797912855, 43.5800647016], [1.3796204552, 43.5795795745], [1.3800718925, 43.5789024501], [1.3801567908, 43.578786427], [1.3802516961, 43.5788287479], [1.3811155743, 43.5792139498], [1.3813341179, 43.5792118171], [1.3817542273, 43.5791796029], [1.3821773455, 43.5790331508], [1.3818887352, 43.5781811694], [1.3838302958, 43.5753721795], [1.3855705549, 43.5749168281], [1.3858358442, 43.5747150262], [1.3862620239, 43.5749759933], [1.38878424, 43.5768675889], [1.3913195563, 43.5760759391], [1.3915934306, 43.5754456109], [1.3941057243, 43.5760218821], [1.3952864936, 43.5762927338], [1.3959303437, 43.5746290911]]]}";63.96396396396396;43.5760881396, 1.37669884026
138;PR;2017;2;31;555;0134;15;04;I;1130;347;783;783;58;23;702;2;LEPE;171;LEPE;171;23 RUE EUGENE VIOLLET LE DUC;GROUPE SCOLAIRE VIOLLET LE DUC;"{""type"": ""Polygon"", ""coordinates"": [[[1.3830646678, 43.5812746117], [1.3832873837, 43.581180317], [1.3832966016, 43.5806023024], [1.3836036854, 43.5801166854], [1.383802783, 43.5801183613], [1.3847881647, 43.5807615044], [1.3850399642, 43.5808866232], [1.3858629186, 43.5810241021], [1.3857346873, 43.5802490877], [1.386713189, 43.580425718], [1.3879662955, 43.5799470756], [1.3880212479, 43.5798300656], [1.3874958358, 43.5799544236], [1.3871934915, 43.5799037255], [1.3871183103, 43.5797245103], [1.3877511543, 43.5795667954], [1.3880979972, 43.5796179724], [1.3882413996, 43.5792596461], [1.3890728212, 43.5790262907], [1.3903399283, 43.5791400196], [1.3910536755, 43.5800098072], [1.3928561941, 43.5790210007], [1.3923452556, 43.5786581504], [1.3919772541, 43.5784743687], [1.3922615031, 43.5781929043], [1.3926376247, 43.5779453155], [1.3931655077, 43.5777292672], [1.3933174116, 43.5774220939], [1.3932026965, 43.5770218681], [1.3934487814, 43.5767665697], [1.393700998, 43.5767005499], [1.3938429648, 43.5766408219], [1.3940749684, 43.5761175495], [1.3941057243, 43.5760218821], [1.3915934306, 43.5754456109], [1.3913195563, 43.5760759391], [1.38878424, 43.5768675889], [1.3862620239, 43.5749759933], [1.3858358442, 43.5747150262], [1.3855705549, 43.5749168281], [1.3838302958, 43.5753721795], [1.3818887352, 43.5781811694], [1.3821773455, 43.5790331508], [1.3817542273, 43.5791796029], [1.3813341179, 43.5792118171], [1.3811155743, 43.5792139498], [1.3802516961, 43.5788287479], [1.3800109826, 43.5791549335], [1.3797254055, 43.5795955314], [1.3797739293, 43.5797462305], [1.3798231853, 43.5798696656], [1.3800690264, 43.5803613553], [1.38012586, 43.5804821687], [1.3802581024, 43.5806791151], [1.3806741969, 43.5808300882], [1.3820578405, 43.580571283], [1.3824943435, 43.5804231825], [1.3828663901, 43.5803527956], [1.3831529622, 43.5803689018], [1.3830063931, 43.5805633962], [1.382916428, 43.5808358417], [1.3830646678, 43.5812746117]]]}";69.29203539823008;43.5780214871, 1.38674208866
115;PR;2017;2;31;555;0112;20;04;I;1109;255;854;854;45;21;788;2;LEPE;138;LEPE;138;4 CHEMIN LIFFARD;ECOLE PAUL BERT;"{""type"": ""Polygon"", ""coordinates"": [[[1.3868039265, 43.5633642745], [1.3899209381, 43.5616878196], [1.3906654789, 43.5617736009], [1.3947999871, 43.5599744785], [1.3948995111, 43.5598422685], [1.3948362565, 43.5593629306], [1.394785621, 43.5589231238], [1.3945998791, 43.5585111818], [1.3943851552, 43.5581394149], [1.3944416285, 43.5575564752], [1.3944012485, 43.5569966527], [1.3942976685, 43.5556890416], [1.3945673258, 43.5530231861], [1.3941302973, 43.5514508535], [1.3941382541, 43.5513301022], [1.3941644948, 43.5509317106], [1.3940456554, 43.5510160565], [1.3939983193, 43.551382019], [1.3916125793, 43.5523798328], [1.3901005766, 43.553013444], [1.3891110639, 43.5536042447], [1.3871358564, 43.5545996498], [1.3865690191, 43.5542609512], [1.3845051524, 43.5523494533], [1.3842725781, 43.5522599942], [1.384251652, 43.5522341592], [1.3843023891, 43.5521543134], [1.3817001144, 43.5497529206], [1.380980371, 43.5501196872], [1.3785120574, 43.55154958], [1.377303073, 43.5523104375], [1.3778234065, 43.5527983264], [1.377289844, 43.5531353586], [1.3767695118, 43.5526474691], [1.375519556, 43.5534022804], [1.3778041014, 43.5551644502], [1.3781728656, 43.5554556139], [1.3799370508, 43.5567612189], [1.3806745417, 43.5573465713], [1.3813251881, 43.5578941924], [1.3831833452, 43.5569192741], [1.3845803178, 43.5581953252], [1.3828315266, 43.5591474592], [1.3847158284, 43.5612974023], [1.3854901632, 43.561125684], [1.3855479143, 43.5613151209], [1.3849551775, 43.5615806491], [1.3868039265, 43.5633642745]]]}";77.0063119927863;43.5563075192, 1.38665559573
