Sequence;Type;Année;Tour;Département;Commune;Numéro du bureau; Code canton;Code circonscription;Indicatif;Nombre d'inscrits;Nombre d'abstentions;Nombre de votants;Nombre de votants d'après les feuilles d'émargement;Nombre de bulletins blancs;Nombre de bulletins nuls;Nombre d'exprimés;Nombre de candidats;Sigle du candidat;Nombre de voix du candidat;Sigle du candidat;Nombre de voix du candidat;ADRESSE;NOM;Geo Shape;pourcentage_participation;geo_point_2d
79;PR;2017;2;31;555;0078;19;09;I;1101;353;748;748;71;21;656;2;LEPE;93;LEPE;93;AVENUE DES ECOLES J JULIEN;ECOLE JULES JULIEN;"{""type"": ""Polygon"", ""coordinates"": [[[1.4524596711, 43.5727829044], [1.4520420168, 43.5738071082], [1.4511660526, 43.5737056449], [1.4501767352, 43.5748017622], [1.4500029139, 43.5750510826], [1.4492193514, 43.5759175812], [1.4511042933, 43.5760553366], [1.4509246381, 43.5765866008], [1.4508347533, 43.5768564892], [1.4519906344, 43.5775429606], [1.4521897988, 43.5775823208], [1.4537490261, 43.5770665638], [1.4540389141, 43.5771752292], [1.454354808, 43.5771191249], [1.4545700644, 43.5770267911], [1.4544329353, 43.5768826881], [1.4545256265, 43.5768465229], [1.4550033951, 43.5763942125], [1.4570090853, 43.5765526826], [1.4583571251, 43.5755025484], [1.4572933287, 43.574480986], [1.4584427987, 43.574011174], [1.4585675511, 43.5739345589], [1.4592014899, 43.5735667031], [1.4601956508, 43.5729480669], [1.4613683285, 43.5721340167], [1.4577646001, 43.5722579778], [1.4554873313, 43.5723438639], [1.454525725, 43.5724150043], [1.4539198039, 43.5724779733], [1.4532054755, 43.5726105674], [1.4525922812, 43.572746314], [1.4524596711, 43.5727829044]]]}";67.93823796548592;43.5745935276, 1.45472938651
73;PR;2017;2;31;555;0072;19;09;I;606;392;214;214;11;6;197;2;LEPE;32;LEPE;32;4 AVENUE DE LATTRE DE TASSIGNY;ECOLE ANDRE DASTE;"{""type"": ""Polygon"", ""coordinates"": [[[1.4406015578, 43.5776643561], [1.4404995406, 43.5776115141], [1.4398468407, 43.577831523], [1.4386989153, 43.5781838425], [1.4390686281, 43.5785226519], [1.4394624894, 43.5783810162], [1.4408783181, 43.5805598048], [1.4415015262, 43.5807463937], [1.4417950076, 43.580616257], [1.4417536059, 43.5797303546], [1.4416984513, 43.5793287595], [1.4414573305, 43.5787440365], [1.4410269778, 43.5781947213], [1.4406015578, 43.5776643561]]]}";35.31353135313531;43.5790643461, 1.4406464216
78;PR;2017;2;31;555;0077;19;09;I;1021;335;686;686;54;18;614;2;LEPE;100;LEPE;100;AVENUE DES ECOLES J JULIEN;ECOLE JULES JULIEN;"{""type"": ""Polygon"", ""coordinates"": [[[1.4496498989, 43.5729686024], [1.4490616041, 43.5733455967], [1.4467263138, 43.5712530097], [1.4464111642, 43.5714034126], [1.4462875672, 43.5712941748], [1.44660716, 43.5710900441], [1.4459785592, 43.5700923685], [1.4438684894, 43.5725829765], [1.4433568191, 43.5744295688], [1.4435178932, 43.5745358539], [1.4433357536, 43.5751427773], [1.443029316, 43.5753579729], [1.4429951322, 43.5754683971], [1.4438830292, 43.5759664405], [1.4439785845, 43.5760163964], [1.4442626211, 43.5761681224], [1.4476302808, 43.5780761418], [1.4481679868, 43.5774434977], [1.4488210419, 43.5765266375], [1.4498368672, 43.5766044528], [1.4506701174, 43.5766206382], [1.4509246381, 43.5765866008], [1.4511042933, 43.5760553366], [1.4492193514, 43.5759175812], [1.4500029139, 43.5750510826], [1.4497980836, 43.5739732532], [1.4497177365, 43.5736184533], [1.4496498989, 43.5729686024]]]}";67.18903036238981;43.5744326928, 1.44664580033
90;PR;2017;2;31;555;0087;20;09;I;940;399;541;541;40;13;488;2;LEPE;146;LEPE;146;7 RUE DU POITOU;ECOLE MAURICE JACQUIER;"{""type"": ""Polygon"", ""coordinates"": [[[1.4112763318, 43.5714838692], [1.4110165282, 43.5717911315], [1.4108239747, 43.5720389907], [1.4095059078, 43.5740023086], [1.4076599558, 43.577063118], [1.4074104798, 43.5774251166], [1.4080844099, 43.5777176137], [1.4085185293, 43.5775449142], [1.411798997, 43.5764761486], [1.4115875945, 43.576008924], [1.4113150395, 43.5755411965], [1.4110531593, 43.5751407359], [1.4106624296, 43.5744894387], [1.4107841513, 43.5744440768], [1.4123171559, 43.5740213838], [1.4118001146, 43.5727862394], [1.4124285219, 43.5726258019], [1.4172876881, 43.5713493084], [1.4162195731, 43.5705733176], [1.4153014699, 43.5698600277], [1.4133319288, 43.5704154412], [1.4130156476, 43.5708414587], [1.4121171456, 43.5711349931], [1.411862562, 43.5711887389], [1.4117955124, 43.5708967765], [1.4112763318, 43.5714838692]]]}";57.5531914893617;43.5735245479, 1.41173718498
104;PR;2017;2;31;555;0101;20;04;I;941;528;413;413;21;7;385;2;LEPE;39;LEPE;39;19 RUE JEAN GILLES;MATERNELLE DIDIER DAURAT;"{""type"": ""Polygon"", ""coordinates"": [[[1.4049130229, 43.5744110371], [1.406236212, 43.5756831142], [1.4076599558, 43.577063118], [1.4095059078, 43.5740023086], [1.4108239747, 43.5720389907], [1.4103621093, 43.5708838681], [1.4099689342, 43.570642098], [1.4091123388, 43.5707917189], [1.4086929801, 43.570737778], [1.4047268137, 43.5706618675], [1.4049897107, 43.5711598085], [1.4047915308, 43.5714353909], [1.4044339782, 43.5719168674], [1.4038119677, 43.5724169795], [1.4028642932, 43.5724384918], [1.4009567986, 43.5722590615], [1.4011412955, 43.5725264479], [1.4009584136, 43.5739015603], [1.400040102, 43.5737085207], [1.3997379659, 43.5739718843], [1.4008741705, 43.574378661], [1.4033646575, 43.5743963856], [1.4049130229, 43.5744110371]]]}";43.88947927736451;43.5731785857, 1.40632799919
148;PR;2017;2;31;555;0144;21;01;I;912;244;668;668;55;18;595;2;LEPE;126;LEPE;126;2 PLACE BERTIER;GROUPE SCOLAIRE LITTRE;"{""type"": ""Polygon"", ""coordinates"": [[[1.3838309344, 43.5988269111], [1.3840007393, 43.5984935591], [1.383253392, 43.5965958808], [1.382416566, 43.5967212476], [1.38146623, 43.5969193794], [1.3805181546, 43.5972389574], [1.3796037261, 43.5975688049], [1.3771300582, 43.5984247502], [1.3766663937, 43.5985891551], [1.3761745215, 43.5987515162], [1.3765057362, 43.5989725208], [1.3770992637, 43.5990110001], [1.3775928449, 43.5991686601], [1.3776369173, 43.5995913195], [1.3773755774, 43.6000599364], [1.3770504633, 43.6003266783], [1.3770328986, 43.6004671155], [1.3767476469, 43.6007947114], [1.3759060998, 43.600722602], [1.3751593517, 43.6012446822], [1.3752977675, 43.6017591077], [1.376857826, 43.6018513654], [1.3782522861, 43.601931232], [1.3785044978, 43.6023266631], [1.3784101011, 43.6027574294], [1.3782760326, 43.6036398266], [1.3790979279, 43.6039327147], [1.3794614999, 43.6048220862], [1.3802560046, 43.6056270601], [1.380125164, 43.6063889208], [1.3798489117, 43.6068975276], [1.3797778885, 43.6074893988], [1.3804006568, 43.6082047617], [1.3807310816, 43.608805856], [1.3809681282, 43.6088513653], [1.3810150314, 43.6090455102], [1.3820535877, 43.6107791827], [1.3829666493, 43.6118562346], [1.3848432458, 43.6134281942], [1.3865213879, 43.6145919254], [1.3868257374, 43.6149509258], [1.3869867272, 43.6157138484], [1.3875488707, 43.6155683947], [1.387942747, 43.6155256434], [1.3893312433, 43.6153944803], [1.3888121348, 43.6147090819], [1.3889429893, 43.614076652], [1.3892652832, 43.6135688614], [1.3891030007, 43.6133568077], [1.3881199986, 43.6132016188], [1.3876764085, 43.6129458138], [1.387319767, 43.6124830224], [1.3878727301, 43.6118857529], [1.3879990504, 43.6111703188], [1.3885729071, 43.610544065], [1.3886468691, 43.6102865152], [1.3882971735, 43.6100523302], [1.3881819854, 43.6093989888], [1.3868468513, 43.6092681375], [1.3896159303, 43.6077355519], [1.3928480567, 43.6062093397], [1.3978247957, 43.6048942819], [1.3996467677, 43.604348867], [1.4000680556, 43.6039344327], [1.4001372496, 43.6031876298], [1.3990615337, 43.6021209985], [1.3985510347, 43.6010923991], [1.3975762867, 43.599560165], [1.3971315368, 43.5977993447], [1.3969610811, 43.596653889], [1.3920192547, 43.5966442293], [1.3879400158, 43.5977911756], [1.386592647, 43.5981656795], [1.3842646368, 43.5988162498], [1.3838309344, 43.5988269111]]]}";73.24561403508771;43.6035639014, 1.38754504573
150;PR;2017;2;31;555;0146;21;01;I;966;299;667;667;55;17;595;2;LEPE;133;LEPE;133;2 PLACE BERTIER;GROUPE SCOLAIRE LITTRE;"{""type"": ""Polygon"", ""coordinates"": [[[1.3829666493, 43.6118562346], [1.3820535877, 43.6107791827], [1.3810150314, 43.6090455102], [1.3809681282, 43.6088513653], [1.3807310816, 43.608805856], [1.380098077, 43.6087143575], [1.379510423, 43.6083337775], [1.378754929, 43.608189253], [1.3782340289, 43.6081119919], [1.3775536028, 43.6074101486], [1.3769158042, 43.6063431774], [1.3752016838, 43.6053304675], [1.3738451846, 43.6053179968], [1.3736659341, 43.6068265062], [1.370033732, 43.6069554643], [1.3696520591, 43.6065633385], [1.3688174459, 43.6063225138], [1.3680421709, 43.6048304532], [1.366201818, 43.6013404737], [1.3654001165, 43.601233183], [1.3639171447, 43.6016355344], [1.3623295539, 43.6019729583], [1.3607577802, 43.6021979796], [1.3589227432, 43.6023711904], [1.3562650285, 43.6025074565], [1.3545410093, 43.6025420306], [1.3533248958, 43.6025369701], [1.3525056527, 43.6024927719], [1.3524804988, 43.6026369258], [1.3524053401, 43.6029932409], [1.3527445853, 43.6031068825], [1.3530234193, 43.6032521794], [1.3529495597, 43.603468198], [1.3527538716, 43.6034128526], [1.351574453, 43.6037971418], [1.3516449832, 43.6039412862], [1.350433469, 43.604298952], [1.3505801623, 43.6052708077], [1.3509226157, 43.6059796145], [1.3511302758, 43.6062536719], [1.3515967455, 43.6069458583], [1.3518772765, 43.6073853664], [1.3523008616, 43.6079926871], [1.3530103465, 43.6090304263], [1.3534167215, 43.6094982227], [1.3534622118, 43.6098196429], [1.3538820143, 43.6107382043], [1.3540378135, 43.611557685], [1.3538398548, 43.6116392288], [1.3540732301, 43.6124133068], [1.3544873295, 43.6132847905], [1.3547237417, 43.6137958621], [1.3547860817, 43.6145984451], [1.3565020107, 43.6145435749], [1.3560142095, 43.6151722893], [1.3557754348, 43.6157991115], [1.3553232403, 43.6180482838], [1.3565348119, 43.6207209243], [1.3568932221, 43.6207845738], [1.3575629974, 43.6206030341], [1.3593595224, 43.6208068282], [1.3603532338, 43.6214436354], [1.3615232368, 43.6235692805], [1.3628030558, 43.6235168977], [1.3632343121, 43.6236672493], [1.365324554, 43.624077177], [1.3655908088, 43.6240830401], [1.3662404077, 43.6248634161], [1.3672906475, 43.6255564648], [1.3679662326, 43.6263040195], [1.3682322493, 43.6265257945], [1.3694417471, 43.6283271687], [1.3696518567, 43.6287852827], [1.3705790207, 43.6283967564], [1.371177171, 43.6280562404], [1.3729288577, 43.6269376781], [1.3737277462, 43.6265858828], [1.3768255621, 43.6261488469], [1.3754220722, 43.6225510923], [1.3741838545, 43.6193757457], [1.3766571988, 43.6183890996], [1.3785946265, 43.6179042648], [1.3831876581, 43.6167932493], [1.3841018429, 43.6164666706], [1.3869867272, 43.6157138484], [1.3868257374, 43.6149509258], [1.3865213879, 43.6145919254], [1.3848432458, 43.6134281942], [1.3829666493, 43.6118562346]]]}";69.04761904761905;43.613582554, 1.36715144476
130;PR;2017;2;31;555;0126;15;04;I;1049;312;737;737;65;24;648;2;LEPE;78;LEPE;78;56 RUE JACQUES GAMELIN;ECOLE ETIENNE BILLIERES;"{""type"": ""Polygon"", ""coordinates"": [[[1.423177472, 43.5874092228], [1.4224319422, 43.5878366133], [1.4221415987, 43.5855446356], [1.4200664973, 43.5860794422], [1.4183055629, 43.5864509299], [1.4184997315, 43.5869040793], [1.4183152001, 43.5873784138], [1.4180022518, 43.5876603757], [1.4173689065, 43.5874838403], [1.417347555, 43.5875125466], [1.4170327457, 43.5880928073], [1.4160806125, 43.5898053839], [1.4159335229, 43.5900702707], [1.4177110817, 43.5907058521], [1.4188058237, 43.5911281907], [1.4191375725, 43.5912273305], [1.4191978774, 43.5912649844], [1.421875116, 43.5894348556], [1.4233678511, 43.5884279638], [1.423177472, 43.5874092228]]]}";70.25738798856054;43.5884768476, 1.41973208165
154;PR;2017;2;31;555;0150;16;04;I;895;300;595;595;52;7;536;2;LEPE;76;LEPE;76;270 RUE DES FONTAINES;ECOLE DES GAIS PINSONS;"{""type"": ""Polygon"", ""coordinates"": [[[1.4278679831, 43.6018471417], [1.4287728061, 43.6007215086], [1.4286382725, 43.6006772803], [1.428250252, 43.6006895377], [1.4253596979, 43.6013968112], [1.4233799471, 43.6018535502], [1.421742006, 43.6022413105], [1.4205391953, 43.602540264], [1.4204142498, 43.6027076632], [1.4204504383, 43.6034043097], [1.4205834942, 43.6050004143], [1.4233088621, 43.6043867778], [1.4252619403, 43.6039469516], [1.4280149315, 43.6034021365], [1.42793778, 43.6027721014], [1.4278679831, 43.6018471417]]]}";66.4804469273743;43.6028736103, 1.42434164629
134;PR;2017;2;31;555;0130;15;04;I;1358;452;906;906;81;30;795;2;LEPE;165;LEPE;165;14 RUE DU DUFAUR DE PIBRAC;ECOLE FONTAINE BAYONNE;"{""type"": ""Polygon"", ""coordinates"": [[[1.4198546626, 43.5977690582], [1.4191964653, 43.5979037545], [1.4185537569, 43.5983006528], [1.4168988072, 43.5990635015], [1.4150842493, 43.5963631736], [1.4129930758, 43.5963985488], [1.4096629448, 43.5962203379], [1.4086299228, 43.5952778586], [1.4078559265, 43.5941196941], [1.4079666817, 43.5937277351], [1.400644122, 43.5958057238], [1.3989206181, 43.5961376258], [1.3969659219, 43.5962790069], [1.3969610811, 43.596653889], [1.3971315368, 43.5977993447], [1.3975762867, 43.599560165], [1.3985510347, 43.6010923991], [1.3990615337, 43.6021209985], [1.4001372496, 43.6031876298], [1.4010368654, 43.6038809194], [1.4016673983, 43.6043084077], [1.4035939026, 43.6051352756], [1.4069530868, 43.6036379171], [1.4071112176, 43.604219125], [1.4085708752, 43.6036784801], [1.4090846995, 43.6034880976], [1.4095812313, 43.6033275808], [1.4106636429, 43.6029774782], [1.4126703486, 43.6025012069], [1.4121412199, 43.6014805298], [1.4130944652, 43.6010160281], [1.4138314993, 43.6006890939], [1.415702132, 43.5998575371], [1.4160403409, 43.599707012], [1.417245083, 43.599167094], [1.4180001672, 43.5988288343], [1.4179829236, 43.5986801484], [1.4199633138, 43.5978995572], [1.4198546626, 43.5977690582]]]}";66.71575846833578;43.5993606486, 1.40615582078
146;PR;2017;2;31;555;0142;15;04;I;968;285;683;683;71;19;593;2;LEPE;80;LEPE;80;3 RUE DU CHAIREDON;ECOLE LESPINASSE;"{""type"": ""Polygon"", ""coordinates"": [[[1.4320539123, 43.59769987], [1.4321875175, 43.5973877635], [1.4325001098, 43.5969474704], [1.4328377701, 43.5964846738], [1.4330155104, 43.5964387876], [1.4336731378, 43.5966018785], [1.4341780089, 43.596703358], [1.435049545, 43.5970073832], [1.4355944278, 43.596959683], [1.4362918713, 43.5968091216], [1.4379883222, 43.5964565895], [1.4364595169, 43.5925442221], [1.4353479386, 43.5926484152], [1.4346133768, 43.5927581695], [1.4343608819, 43.5930462597], [1.433673911, 43.5938299695], [1.4319004939, 43.5963126187], [1.4314793348, 43.5968976359], [1.4308575828, 43.5978345418], [1.4314254733, 43.5975046747], [1.4320539123, 43.59769987]]]}";70.55785123966942;43.5951687918, 1.43496121315
149;PR;2017;2;31;555;0145;21;01;I;903;262;641;641;66;10;565;2;LEPE;120;LEPE;120;2 PLACE BERTIER;GROUPE SCOLAIRE LITTRE;"{""type"": ""Polygon"", ""coordinates"": [[[1.3770328986, 43.6004671155], [1.3770504633, 43.6003266783], [1.3773755774, 43.6000599364], [1.3776369173, 43.5995913195], [1.3775928449, 43.5991686601], [1.3770992637, 43.5990110001], [1.3765057362, 43.5989725208], [1.3761745215, 43.5987515162], [1.3753656816, 43.5989822129], [1.3743648295, 43.5992141556], [1.372622156, 43.5996052331], [1.3660379856, 43.6010920111], [1.3654001165, 43.601233183], [1.366201818, 43.6013404737], [1.3680421709, 43.6048304532], [1.3688174459, 43.6063225138], [1.3696520591, 43.6065633385], [1.370033732, 43.6069554643], [1.3736659341, 43.6068265062], [1.3738451846, 43.6053179968], [1.3752016838, 43.6053304675], [1.3769158042, 43.6063431774], [1.3775536028, 43.6074101486], [1.3782340289, 43.6081119919], [1.378754929, 43.608189253], [1.379510423, 43.6083337775], [1.380098077, 43.6087143575], [1.3807310816, 43.608805856], [1.3804006568, 43.6082047617], [1.3797778885, 43.6074893988], [1.3798489117, 43.6068975276], [1.380125164, 43.6063889208], [1.3802560046, 43.6056270601], [1.3794614999, 43.6048220862], [1.3790979279, 43.6039327147], [1.3782760326, 43.6036398266], [1.3784101011, 43.6027574294], [1.3785044978, 43.6023266631], [1.3782522861, 43.601931232], [1.376857826, 43.6018513654], [1.3752977675, 43.6017591077], [1.3751593517, 43.6012446822], [1.3759060998, 43.600722602], [1.3767476469, 43.6007947114], [1.3770328986, 43.6004671155]]]}";70.98560354374308;43.60340989, 1.37340175325
142;PR;2017;2;31;555;0138;15;04;I;1104;288;816;816;63;38;715;2;LEPE;160;LEPE;160;20 CHEMIN ROCAMADOUR;ECOLE LARDENNE;"{""type"": ""Polygon"", ""coordinates"": [[[1.3997411828, 43.5896589785], [1.3984388099, 43.588926114], [1.3978037722, 43.5885007662], [1.3969201773, 43.588072408], [1.3954659135, 43.587845553], [1.3946670249, 43.5874954669], [1.3918521325, 43.5863915211], [1.3894829467, 43.5857510617], [1.3879307302, 43.5854684187], [1.3877965259, 43.5857781867], [1.3868597778, 43.5856164929], [1.3865229719, 43.5855654529], [1.385949514, 43.5861873188], [1.3843582771, 43.5878447445], [1.3857786731, 43.5882595454], [1.3889198071, 43.5890067295], [1.3892601196, 43.5885592161], [1.3896026667, 43.5886283112], [1.3891413455, 43.5893189189], [1.3856496089, 43.5884608285], [1.3849291418, 43.5895645909], [1.3840729238, 43.5908535949], [1.3842121993, 43.591114703], [1.3845552264, 43.5911705841], [1.3854498109, 43.5913369618], [1.3914628309, 43.5937212465], [1.3919958206, 43.5936702031], [1.3978120865, 43.592244362], [1.3985241419, 43.5921314519], [1.3987083459, 43.5919890914], [1.3993371589, 43.590735091], [1.3997411828, 43.5896589785]]]}";73.91304347826086;43.5897304574, 1.39153646789
129;PR;2017;2;31;555;0125;15;04;I;991;289;702;702;56;19;627;2;LEPE;95;LEPE;95;56 RUE JACQUES GAMELIN;ECOLE ETIENNE BILLIERES;"{""type"": ""Polygon"", ""coordinates"": [[[1.4160806125, 43.5898053839], [1.4170327457, 43.5880928073], [1.417347555, 43.5875125466], [1.4173689065, 43.5874838403], [1.4171877859, 43.5874412663], [1.4155183661, 43.5867595578], [1.4128162109, 43.5857048763], [1.4127448878, 43.5855385033], [1.4118685996, 43.5867484878], [1.4119053228, 43.5870241584], [1.4112865082, 43.588302856], [1.4108061357, 43.5881341958], [1.4099729432, 43.5883632304], [1.4094977426, 43.5885991978], [1.4092995056, 43.5888130236], [1.4090941425, 43.5891345826], [1.4089415343, 43.5895342743], [1.4100698813, 43.5913948022], [1.4101074198, 43.5920801067], [1.4099366662, 43.5925875791], [1.4095018632, 43.5931433367], [1.4096938262, 43.5930999884], [1.4111107569, 43.5927714226], [1.4133849408, 43.5891682499], [1.4159335229, 43.5900702707], [1.4160806125, 43.5898053839]]]}";70.83753784056509;43.5889202765, 1.4127988753
117;PR;2017;2;31;555;0113;15;04;I;994;326;668;668;64;17;587;2;LEPE;86;LEPE;86;36 RUE SAINTE LUCIE;ECOLE MOLIERE;"{""type"": ""Polygon"", ""coordinates"": [[[1.4313469327, 43.5957445329], [1.4282694363, 43.5946228786], [1.4279168082, 43.5951262255], [1.4271004238, 43.597124515], [1.4282399633, 43.5973323535], [1.4282900893, 43.5975583544], [1.4294961178, 43.5977757448], [1.4295061618, 43.597943812], [1.4298182117, 43.5980072208], [1.4306585756, 43.5981303647], [1.4308575828, 43.5978345418], [1.4314793348, 43.5968976359], [1.4319004939, 43.5963126187], [1.433673911, 43.5938299695], [1.4343608819, 43.5930462597], [1.4338214812, 43.5930684809], [1.431088414, 43.5934591716], [1.429769896, 43.5937920602], [1.4309730434, 43.594715654], [1.431484731, 43.5955739387], [1.4313469327, 43.5957445329]]]}";67.20321931589537;43.5956231422, 1.43046142515
247;PR;2017;2;31;555;0240;25;03;I;1216;383;833;833;83;19;731;2;LEPE;171;LEPE;171;30 CHEMIN BITET;ECOLE HENRI GUILLAUMET;"{""type"": ""Polygon"", ""coordinates"": [[[1.4852797427, 43.5779515131], [1.4857222375, 43.5782244831], [1.4895600609, 43.5773080969], [1.4896999415, 43.5773555043], [1.4899679866, 43.5774502302], [1.4904329644, 43.5779750193], [1.4906835182, 43.5783865631], [1.4906764075, 43.5788888998], [1.4905204014, 43.5795206876], [1.4902810945, 43.5799692551], [1.4888627915, 43.5818764264], [1.4890567923, 43.5819630325], [1.4903046541, 43.5825334145], [1.4908644614, 43.5827977813], [1.4918549804, 43.5832526986], [1.4915815556, 43.583536383], [1.4917745129, 43.583789492], [1.4919756638, 43.5840152254], [1.4925433806, 43.5842739668], [1.4915614638, 43.5855098395], [1.4952965069, 43.5857949225], [1.4957536558, 43.5844795189], [1.4962500411, 43.5836412746], [1.4967414755, 43.582811325], [1.4973898476, 43.5816915303], [1.5037193078, 43.5805326082], [1.5070084593, 43.5786684655], [1.5081672592, 43.5782434361], [1.5095664468, 43.5775055802], [1.5107982508, 43.57663017], [1.5119759147, 43.5767017549], [1.5129649489, 43.5768724389], [1.5130382631, 43.5767516857], [1.5129840989, 43.5767153413], [1.5130694924, 43.5765626864], [1.5131393671, 43.5763086926], [1.5131707773, 43.5760118425], [1.5136863331, 43.5746730505], [1.5136394304, 43.5741097686], [1.5135618847, 43.5738821396], [1.5136359612, 43.5731333513], [1.5136262555, 43.5729267296], [1.5136138206, 43.5726620204], [1.5134323189, 43.5723985838], [1.5133025681, 43.5722075127], [1.5133349347, 43.5721532509], [1.5133823158, 43.5720860426], [1.5135664549, 43.5719618753], [1.5136982784, 43.5718729791], [1.5137684103, 43.5717359514], [1.5137260203, 43.571601295], [1.5134550116, 43.5710275671], [1.513709112, 43.570939173], [1.5143846874, 43.570712466], [1.5146974032, 43.5706085958], [1.5153458744, 43.5701970107], [1.515335629, 43.5700897442], [1.5152473351, 43.5696974119], [1.5151673877, 43.5693600091], [1.5150893371, 43.5693584964], [1.51505125, 43.5693130924], [1.514321268, 43.5684380238], [1.5144174196, 43.5684481834], [1.5144049603, 43.5681245156], [1.5147915294, 43.5681296408], [1.5143974089, 43.5667809738], [1.514323252, 43.5664965979], [1.5142661678, 43.5662956105], [1.5141633888, 43.565916412], [1.5139807276, 43.5652906471], [1.5138856543, 43.5649193614], [1.5138879762, 43.5648452966], [1.5137437239, 43.5646168483], [1.5126851443, 43.5649834682], [1.5114070089, 43.5655806155], [1.5092557222, 43.5663700455], [1.508882844, 43.5665177454], [1.5072167811, 43.5669350801], [1.5038036986, 43.5685325923], [1.5028350456, 43.5690391976], [1.4983470295, 43.5709058435], [1.4962314474, 43.5717208434], [1.4956268111, 43.5721515664], [1.4950079004, 43.5725784003], [1.4941221174, 43.5728272621], [1.4932341396, 43.5731394885], [1.4921279462, 43.5735144156], [1.4912325269, 43.5738909145], [1.4891510248, 43.5753172321], [1.4885559105, 43.5757120428], [1.4880577196, 43.5760631052], [1.4877673295, 43.576259609], [1.4868920642, 43.576861401], [1.4852797427, 43.5779515131]]]}";68.50328947368422;43.5750633412, 1.50182455281
239;PR;2017;2;31;555;0232;24;03;I;925;265;660;660;70;18;572;2;LEPE;99;LEPE;99;1 CHEMIN DE DUROUX;ECOLE JEAN MACE;"{""type"": ""Polygon"", ""coordinates"": [[[1.4667230045, 43.587284003], [1.4660993727, 43.5875566239], [1.4645310103, 43.588253824], [1.4651755782, 43.5890057651], [1.4658675877, 43.5902475684], [1.4658576152, 43.5903139022], [1.4657268664, 43.5903535557], [1.4657762411, 43.5905039779], [1.4660772079, 43.5909300805], [1.4662139185, 43.5910783398], [1.4666817336, 43.591898788], [1.4671593646, 43.5917151241], [1.4688931324, 43.5914599577], [1.4691742379, 43.5911771406], [1.4699041623, 43.5904816536], [1.4704364003, 43.5900429409], [1.4713067489, 43.5893109446], [1.4707914415, 43.5888540349], [1.470001409, 43.588238822], [1.4699497764, 43.5881802353], [1.4710769242, 43.5874514494], [1.4712849363, 43.5873202697], [1.4701138537, 43.5863036095], [1.4696954676, 43.5859348822], [1.469595157, 43.5859213736], [1.4688679582, 43.5863470227], [1.4691882285, 43.5866377315], [1.4685855772, 43.5869943421], [1.468190051, 43.5866431069], [1.4667230045, 43.587284003]]]}";71.35135135135135;43.5889738432, 1.4681144099
228;PR;2017;2;31;555;0221;23;02;I;911;346;565;565;50;11;504;2;LEPE;114;LEPE;114;37 RUE DE LA SOLIDARITE;ECOLE SOUPETARD;"{""type"": ""Polygon"", ""coordinates"": [[[1.4826075884, 43.6063853357], [1.4814226722, 43.6059475317], [1.4798334934, 43.6053621673], [1.4791303269, 43.605105107], [1.478635226, 43.6052253639], [1.4771746885, 43.6053052134], [1.4762612954, 43.6055764086], [1.4754463029, 43.6059781943], [1.4750665247, 43.6062564166], [1.4768822391, 43.6070424369], [1.4775897589, 43.6073487095], [1.4768577842, 43.6081579753], [1.4763104509, 43.6086987523], [1.4757586381, 43.6085878258], [1.4756707024, 43.6086957306], [1.4760570422, 43.6088349526], [1.4765922341, 43.6090924497], [1.4777394004, 43.6096004965], [1.4779985348, 43.609742077], [1.4790290256, 43.6102494368], [1.4796647145, 43.6095049179], [1.4797640389, 43.6093476114], [1.4798483538, 43.6091560574], [1.479935706, 43.6088425229], [1.4802363929, 43.6084804154], [1.4823906047, 43.6064407949], [1.4826075884, 43.6063853357]]]}";62.019758507135016;43.6072732044, 1.47874749682
